id,claim,sentence,evidence,role
4267,Suboptimal nutrition is a leading cause of premature death,"We used statistical models to pool data, adjust for bias, and incorporate covariates.",False,METHODS
4268,Suboptimal nutrition is a leading cause of premature death,We developed a metric that allows comparisons of exposure across risk factors-the summary exposure value.,False,METHODS
4269,Suboptimal nutrition is a leading cause of premature death,"Using the counterfactual scenario of theoretical minimum risk level, we estimated the portion of deaths and DALYs that could be attributed to a given risk.",False,METHODS
4270,Suboptimal nutrition is a leading cause of premature death,"We decomposed trends in attributable burden into contributions from population growth, population age structure, risk exposure, and risk-deleted cause-specific DALY rates.",False,METHODS
4271,Suboptimal nutrition is a leading cause of premature death,"We characterised risk exposure in relation to a Socio-demographic Index (SDI).   
",False,METHODS
4272,Suboptimal nutrition is a leading cause of premature death,"FINDINGS Between 1990 and 2015, global exposure to unsafe sanitation, household air pollution, childhood underweight, childhood stunting, and smoking each decreased by more than 25%.",False,RESULTS
4273,Suboptimal nutrition is a leading cause of premature death,"Global exposure for several occupational risks, high body-mass index (BMI), and drug use increased by more than 25% over the same period.",False,RESULTS
4274,Suboptimal nutrition is a leading cause of premature death,All risks jointly evaluated in 2015 accounted for 57·8% (95% CI 56·6-58·8) of global deaths and 41·2% (39·8-42·8) of DALYs.,False,RESULTS
4275,Suboptimal nutrition is a leading cause of premature death,"In 2015, the ten largest contributors to global DALYs among Level 3 risks were high systolic blood pressure (211·8 million [192·7 million to 231·1 million] global DALYs), smoking (148·6 million [134·2 million to 163·1 million]), high fasting plasma glucose (143·1 million [125·1 million to 163·5 million]), high BMI (120·1 million [83·8 million to 158·4 million]), childhood undernutrition (113·3 million [103·9 million to 123·4 million]), ambient particulate matter (103·1 million [90·8 million to 115·1 million]), high total cholesterol (88·7 million [74·6 million to 105·7 million]), household air pollution (85·6 million [66·7 million to 106·1 million]), alcohol use (85·0 million [77·2 million to 93·0 million]), and diets high in sodium (83·0 million [49·3 million to 127·5 million]).",True,RESULTS
4276,Suboptimal nutrition is a leading cause of premature death,"From 1990 to 2015, attributable DALYs declined for micronutrient deficiencies, childhood undernutrition, unsafe sanitation and water, and household air pollution; reductions in risk-deleted DALY rates rather than reductions in exposure drove these declines.",False,RESULTS
4277,Suboptimal nutrition is a leading cause of premature death,"Rising exposure contributed to notable increases in attributable DALYs from high BMI, high fasting plasma glucose, occupational carcinogens, and drug use.",False,RESULTS
4278,Suboptimal nutrition is a leading cause of premature death,"Environmental risks and childhood undernutrition declined steadily with SDI; low physical activity, high BMI, and high fasting plasma glucose increased with SDI.",False,RESULTS
4279,Suboptimal nutrition is a leading cause of premature death,"In 119 countries, metabolic risks, such as high BMI and fasting plasma glucose, contributed the most attributable DALYs in 2015.",False,RESULTS
4280,Suboptimal nutrition is a leading cause of premature death,"Regionally, smoking still ranked among the leading five risk factors for attributable DALYs in 109 countries; childhood underweight and unsafe sex remained primary drivers of early death and disability in much of sub-Saharan Africa.   
",False,CONCLUSIONS
4281,Suboptimal nutrition is a leading cause of premature death,INTERPRETATION Declines in some key environmental risks have contributed to declines in critical infectious diseases.,False,CONCLUSIONS
4282,Suboptimal nutrition is a leading cause of premature death,Some risks appear to be invariant to SDI.,False,CONCLUSIONS
4283,Suboptimal nutrition is a leading cause of premature death,"Increasing risks, including high BMI, high fasting plasma glucose, drug use, and some occupational exposures, contribute to rising burden from some conditions, but also provide opportunities for intervention.",False,CONCLUSIONS
4284,Suboptimal nutrition is a leading cause of premature death,"Some highly preventable risks, such as smoking, remain major causes of attributable DALYs, even as exposure is declining.",False,CONCLUSIONS
4285,Suboptimal nutrition is a leading cause of premature death,"Public policy makers need to pay attention to the risks that are increasingly major contributors to global burden.   
",False,CONCLUSIONS
4286,Suboptimal nutrition is a leading cause of premature death,FUNDING Bill & Melinda Gates Foundation.,False,CONCLUSIONS
4287,Suboptimal nutrition is a leading cause of premature death,"IMPORTANCE Understanding the major health problems in the United States and how they are changing over time is critical for informing national health policy.   
",False,BACKGROUND
4288,Suboptimal nutrition is a leading cause of premature death,"OBJECTIVES To measure the burden of diseases, injuries, and leading risk factors in the United States from 1990 to 2010 and to compare these measurements with those of the 34 countries in the Organisation for Economic Co-operation and Development (OECD) countries.   
",False,OBJECTIVE
4289,Suboptimal nutrition is a leading cause of premature death,"DESIGN We used the systematic analysis of descriptive epidemiology of 291 diseases and injuries, 1160 sequelae of these diseases and injuries, and 67 risk factors or clusters of risk factors from 1990 to 2010 for 187 countries developed for the Global Burden of Disease 2010 Study to describe the health status of the United States and to compare US health outcomes with those of 34 OECD countries.",False,METHODS
4290,Suboptimal nutrition is a leading cause of premature death,Years of life lost due to premature mortality (YLLs) were computed by multiplying the number of deaths at each age by a reference life expectancy at that age.,False,METHODS
4291,Suboptimal nutrition is a leading cause of premature death,Years lived with disability (YLDs) were calculated by multiplying prevalence (based on systematic reviews) by the disability weight (based on population-based surveys) for each sequela; disability in this study refers to any short- or long-term loss of health.,False,METHODS
4292,Suboptimal nutrition is a leading cause of premature death,Disability-adjusted life-years (DALYs) were estimated as the sum of YLDs and YLLs.,False,METHODS
4293,Suboptimal nutrition is a leading cause of premature death,Deaths and DALYs related to risk factors were based on systematic reviews and meta-analyses of exposure data and relative risks for risk-outcome pairs.,False,METHODS
4294,Suboptimal nutrition is a leading cause of premature death,"Healthy life expectancy (HALE) was used to summarize overall population health, accounting for both length of life and levels of ill health experienced at different ages.   
",False,METHODS
